,0
1318,"[id6295650|Аля], глазки откройте милая девушка , я написала гадость какую то ??????? У вас очень много энергии потратьте ее в нужное русло."
1319,"Вы спросили, я ответила
Что не так?"
1320,"[id163077862|Natalia], вооот хоть кто то понимает что это Фейк"
1321,"[id6295650|Аля], это вообще то был риторический вопрос. 
А писать мне всякую пургу про врачей и полицию совсем не обязательно"
1322,"Я вас сейчас всех расстрою
Но в случае смерти пациента на операционном столе
ПРОВОДИТСЯ СЛЕДСТВИЕ
Там вступаться не надо, там и так это раследуют"
1323,"[id6295650|Аля], 😍"
1324,"[id6295650|Аля], да, следствие проводится, но вопрос, Что напишут в заключение о вскрытие? Его делают в той же больнице, где и оперировали!"
1325,"[id347367787|Наталия],  и?"
1326,"[id6295650|Аля], что ""И""? Не напишут в заключении, причина смерти, забыли инструмент!"
1327,"[id347367787|Наталия], да Фейк это
Угомонитесь"
1328,"[id347367787|Наталия], теперь покажи пальцем
Где в законе есть фраза:
Вскрытие в той же больнице?"
1329,"[id347367787|Наталия], кинуть ссылку на закон как и кто вскрывается в случае смерти пациента?"
1330,"[id6295650|Аля], Вы работаете в больнице?"
1331,"[id347367787|Наталия], какой это имеет отношение к беседе?"
1332,"[id6295650|Аля], Большое!!! Вы не знаете Как устроена система, в том или ином мед учреждении."
1333,"Но перед тем же как зашивать ,все инструменты пересчитываются ....как так упустили?"
1334,"[id77424170|Светлана], это не так редко бывает"
1335,На Галкина похож
1336,"[id124440247|Павлик], даже очень. Прям копия"
1337,"[id124440247|Павлик], Тоже так подумала, очень красивый парень,"
1338,"[id124440247|Павлик], мб гульнул"
1339,"Не врачи а палачи.с купленными дипломами, страшно ходить в больницу."
1340,"[id372049723|Ирина], верно подметили"
1341,"[id372049723|Ирина], сейчас если попал в больницу- шансов на выживание крайне мало. Складывается впечатление что они участвуют в заговоре по   уменьшению численности населения нашей страны. Так говорить есть множество поводов"
1342,"[id372049723|Ирина], сволочи"
1343,"[id108200150|Тагир], на себе проверено не зря написала."
1344,"Так не ходите к врачам
Не обращайтесь в полицию
Вас же окружили враги!"
1345,"[id6295650|Аля], сами себя лечим и защищаем не так ли?"
1346,"[id372049723|Ирина], не знаю как у вас
У меня всё норм
Каждый занимается своими делами
Врачи лечат
Полиция оберегает
Я произвожу для них продукты"
1347,"[id6295650|Аля], рада ща вас.в больших городах как то так"
1348,"[id372049723|Ирина], ммм
2т населения в отдалении от основных трасс
Очень большой
Я его называю
Копчик вселенной"
1349,"[id763168164|Вера], коньяк 50 гр даже рекомендовано"
1350,Бред какой-то. Сломаный кохер положили на рентгеновский снимок и ВСЁ.
1351,"[id249284220|Таня], бильрот."
1352,Рвачи😈👎👎
1353,Вам удалось меня шокировать...
1354,"[id144963038|Роберт], сукаааа просто"
1355,"[id540757585|Марина], предохраняться нужно блин, если не хочешь детей"
1356,
1357,"[id425588099|Сергей], это гусский мир Путина"
1358,"[id718490744|Сергей], 👎👎👎👎"
1359,"[id564198999|Вероника], не переживай вас скоро мигрантами джамшутами заменят"
1360,"[id718490744|Сергей], не надоело еще,похоже это у тебя болезнь Пора в дурку😜"
1361,"[id718490744|Сергей], КУЦЕНКО, ЭТО ТВОЯ СООТЕЧЕСТВЕННИЦА😐"
1362,"[id730535398|Лена], шалом крепостные гои"
1363,"[id404904666|Виктория], за коммуналку заплати если пенсии хватит"
1364,"[id718490744|Сергей], смени пластинку ущербный."
1365,"[id718490744|Сергей], и вас"
1366,"[id718490744|Сергей], вы так и поступаете со своими детьми хохляндия....."
1367,"Такое не лечится,надо расстреливать"
1368,"[id749848069|Евгения], согласна. Тех, кто сочиняет этот бред."
1369,"Я не поверю, что эта женщина здорова на голову!Только психически больной человек может такое совершить!!!Ну,не может здравомыслящий человек такое сотворить!!Одна хохлуха рассказывала, как на украине в деревнях женщины после родов дома, сжигают своих новорожденных и им за это ничего не бывает.Нету тела,нету дела!-как она сказала. Они считают, что рожать-полезно,аборт-вред. Вот они и рожают на пользу себе.((Разве здоровые люди могут так поступать?"
1370,"[id740857180|Любовь], не могут, он же маленький беззащитный,крошечка, неужели у матерей не болит сердце выносить и убить, ужас, дети ни в чем не виноваты 😒страшно что так поступают"
1371,"Таких матерями не назвать, это нелюди"
1372,
1373,Скаленовставана
1374,"[id718490744|Сергей], а где твое"" нато виновато"""
1375,Ладошка с мальчиками...
1376,"[id570536144|Татьяна], 🤣🤣"
1377,"[id570536144|Татьяна], с пальчиками"
1378,"Ужас!
Нет слов."
1379,А
1380,"[id570536144|Татьяна], ладошка с пальчиками"
1381,"[id570536144|Татьяна], не прикапывайся, не умничай, сама знаешь как пишется, если не подтвердить"
1382,"[id657224416|Сергей], внимательнее нужно быть, когда пишут на публику статьи!"
1383,"[id570536144|Татьяна], это пишет бот,внимание сдесь не причём, а вся публика реагирует, вот в чем весь фокус..."
1384,"[id657224416|Сергей], это просто лажа"
1385,"[id570536144|Татьяна], да ладно,опечатка"
1386,
1387,Ладошку с мальчиками...🤦‍♂️
1388,"Родила, и отправила в ад ребенка."
1389,"[id446960437|Виктория], дети это ангелы они в ад не попадают."
1390,"[id730535398|Лена], я про машинку стиральную."
1391,Скаленовставана
1392,Где то в другой вселенной
1393,Еще и жалуются😂😭😭😭
1394,"[id575852658|Иван], совсем ребятишки сбрендили ..."
1395,"[id606096234|Борис], вот оно поколение ЕГ пипец🤦‍♂️🤦‍♂️🤦‍♂️ в наше время это были мечты☝😁"
1396,"[id431921649|Вячеслав], педики"
1397,"[id431921649|Вячеслав], но не надо говорить за всё поколение! В нашем поколении тоже было такое, просто не афишировалось!"
1398,"[id575852658|Иван], осилил бы??"
1399,Старался бы изо всех сил😊😂😁😁
1400,Чушь
1401,"[id293156189|Нелли], я бы даже сказал, бред. Это по ходу, детские мечты админа"
1402,
1403,"[id383625865|Максим], Раскрутка группы 🤣🤣🤣🤣"
1404,"Они хотели побыть вдвоём,а тут она Настрой весь сбила , За это минимум десятка!"
1405,"[id293156189|Нелли], ШТИРЛИЦ ЗНАЕТ ! КАК ОН ЕЁ ""ПОРОЛ"" У МЮЛЛЕРА...(...когда она ...""повизгивала"")"
1406,"[id383625865|Максим], нереализованные!"
1407,"[id293156189|Нелли], если только ,она не забеременела. А после пошла просила у них денег. Родители узнали , и написали на нее заявление за извращение малолетних . Такие история Я слышал"
1408,нечего ходить куда не надо учиться нужно а не пить незная меры
1409,А почему все дети полу голые
1410,Фигня.
1411,Бред какой....
1412,"[id10109430|Ирина], не бред ! Сегодня женщины именно такие , наглые хабалки, насильницы, убийцы детей"
1413,"[id756027475|Василий], женщин не защищаю,НО и молодые люди,далеко не ангелы.Поколение уродов-никто друг друга не перевесит .
А про изнасилование -полнейший бред!!!!!"
1414,"[id10109430|Ирина], интернет полон фактов изнасилований ЖЕНЩИНАМИ ДЕТЕЙ, убийствами малолетних"
1415,"[id10109430|Ирина], закрой рот если не знаешь о фашистском матриархате в россии"
1416,"[id756027475|Василий], тяжёлый случай..
Видно ты и есть-жертва матриархата в России."
1417,"[id10109430|Ирина], женский абьюз уже давно процветает и покрывается властью"
1418,"[id10109430|Ирина], так и есть, я жертва матриархата"
1419,"[id10109430|Ирина],"
1420,"[id756027475|Василий], кто же держит?
Вперёд за счастьем,за многоженством...."
1421,"[id10109430|Ирина], многоженство это не проблема и сегодня, иметь несколько женщин это не запрещено, а вот прав на них никаких нет."
1422,"Изнасиловать можно,когда орган стоит!
А у неё ,я надеюсь такого органа  нет!
Поэтому,милые вы мои мальчики,вы должны ЗАХОТЕТЬ,ЧТОБ Э Т О ПРОИЗОШЛО!!!
А если вам это было приятно,то причём тут изнасилование.Корень слова насилие!
Так что ЭТО ВСЕ ФИКЦИЯ-НЕ ПОЗОРЬТЕСЬ,а то если признают,что вас изнасиловали,то дальше НАСТУПАЕТ БЕРЕМЕННОСТЬ!
Не боитесь?!🤣🤣🤣👎👎👎😡😡😡🤗🤗🤗
Анекдот на злобу дня:
Собрались как-то бабка с дедом пот.....ся.
Дед говорит:
-А как же мы?Боец уж давно не воюет...
-А мы карандаши к нему привяжем!
П...а и думает:
-Чего я только в жизни не видала:но чтоб Х..на носилках заносили?!"
1423,"[id700081618|Гульнара], порвать жопу можно и рукой, и бутылкой одни пытки в тюрягах русских чего стоят😁"
1424,"[id393925260|La], бедолага…"
1425,"Я Наталья, но фильмы есть, где у вас пытают в тюрьмах ру zzских😂"
1426,"[id393925260|La], а у вас не пытают?"
1427,"В Германии, нет"
1428,"[id393925260|La], Дамы и господа, что делают цивилизованные люди с неандертальцами, которые кроме грубой силы никаких других методов не понимают? Правильно! Их пи*дят!Нагадил на пол - тебя уволокли в карцер, попутно уронив лицом об лестницу, вы слышали какие скользкие ступеньки в немецких тюрьмах? Раз плюнуть человека уронить, особенно когда он орет и вырывается. Поёшь песни после того как тебя настоятельно пару раз попросили заткнуться - надо втроем зайти  к тебе в камеру, ""проверить все ли с тобой в порядке""."
1429,"[id393925260|La], горький опыт?"
1430,"[id346262826|Виктор], нет просто ютюб така, штука правдивая, у вас то пропаганда в РФ"
1431,"[id393925260|La], у нас нет ограничения, можем черпать информацию из любого источника."
1432,"[id645763858|Александр], а то и видно с 24 февраля 2022 года"
1433,"Вот фантазёры!
Это паблик сказочников 😂😂😂
Каждая публикация сказочка🤦🤡, а персонажи без имени и места жительства😉"
1434,"[id204043422|Инга], и без мозгов. 😆"
1435,Где такие девушки а не подскажите
1436,"[id569739891|Азат], 👍😂"
1437,"[id569739891|Азат], а вдруг там баба с ху@м будет. Не страшно? 🤣🤣🤣🤣🤣"
1438,Мне в жизни не везёт ну не да такой же степени
1439,По нынешним временам всё может быть.
1440,Это точно
1441,"Туполойды изнасилованные чмочники, какой-то девушкой"
1442,Вот что значит означает слово Drake и борьба с наркоманией. А вы чем занимаетесь?
1443,Омен
1444,👍
1445,Чёт мне кажется он сам свою маму порешал 🤔
1446,"[id169006201|Анзор], вопрос,зачем?"
1447,"[id399923627|Нинель], так надоело наверно каждый день новый отчим"
1448,"[id169006201|Анзор], ты с таким сталкивался что-ли???по себе знаешь?"
1449,"Вопрос один, на хера нужен такой мужчина? Никак не могу понять таких женщин."
1450,"[id562968343|Ирина], мужика привела начал коячить за порог и делов три все бы хорошо законяилось"
1451,"[id659136423|Андрей], прежде чем приводить сто раз подумай, а уж если и косячит то ещё подумай и я согласна с вами сраной метлой за порог и замки сменить."
1452,"[id562968343|Ирина], А он может до этого был паинькой"
1453,"[id167268082|Константин], может и был? , только выпивал и дебоширил-значит не такой и паинька🤗"
1454,"[id562968343|Ирина], Ирина я вам говорю может он до этого не пил, да и не дебоширил- ну по ругаются где поругались там и померились А как заехал так пошло поехало"
1455,"[id562968343|Ирина], согласна"
1456,"[id167268082|Константин], хорошо прикинулся  хорошим, а заехал и показал себя ""героем"""
1457,"[id659136423|Андрей], сколько выпил перед писаниной комментария?"
1458,"[id524962315|Татьяна], так то я не пью"
1459,"[id524962315|Татьяна], тебе то вообще че за дело пьёт кто то или нет"
1460,Русский мир
1461,"[id5213254|Станислав], это в любой стране есть.! Драки,побои женщин,убийства..."
1462,"[id5213254|Станислав], животное"
1463,"[id626441145|Артем], примат?"
1464,"[id5213254|Станислав], не только русский, и в Америке также и в Британии ,и даже,в Финляндии ... в любой стране , где живут алкоголики и мужики- абьюзеры !"
1465,"Опять "" новый мужчина""....
Опять  очередной папа... 
Ой, женщины, ради ×уя готовы многое терпеть.

Парня жалко очень. А мама... ну, сама такого сожителя себе выбрала. Вот и закончилось все так печально.."
1466,"[id356059395|Маргарита], точные слова, жалко парнишку."
1467,"Почему такие дуры вырастают?Смотришь,семья хорошая,а дочь дурит.Начинают жить с алкоголиками,ребенка забывают.Мужик на первом месте.Ладно есть хорошие бабушка с дедушкой, воспитание на себя берут.А как быть тем детям, которые живут и видят весь этот ужас?Жалко мальчишечку."
1468,"Все бабы дуры!!!
Есть умные дуры, а есть тупые дуры!!!"
1469,"[id731209978|Михаил], не дают?"
1470,"[id717446910|Nataly], Пока еще дуры не перевелись)"
1471,"[id731209978|Михаил], ты сейчас оскорбил и свою маму"
1472,"[id717446910|Nataly],Мне всегда отец говорил, мать твоя дура)"
1473,"[id731209978|Михаил], говорил, значит ты в свою мать пошел"
1474,"[id717446910|Nataly], Этого не может быть!
Как минимум я другого пола!"
1475,"[id731209978|Михаил], давно пол сменили?)"
1476,"У нас в России это не принято!
Не то что у в вашей Европе! Ребенку своему пол уже выбрала? Кем он себя ощущает?"
1477,"[id731209978|Михаил], а как же Даша корейка?"
1478,"[id731209978|Михаил], пол у нас мраморный - на мото по дому гоняет, а твой?"
1479,Классика! У преступников всегда виновата жертва!
1480,Пооменяла жизнь на член🤦‍♂️
1481,
1482,"[id779815506|Tim], ты уже везде обосрался) Иди опу мой)"
1483,"[id779815506|Tim], У ТЕБЯ ИХ ТОЖЕ НЕТУ ОТ СЛОВА СОВСЕМ"
1484,"[id779815506|Tim], кукарекал и в угол петушинный"
1485,"[id779815506|Tim], про себя что ли пишешь, что с мозгами туговато"
1486,"Счастья, здоровья и долгой жизни вам, ребята! Постарайтесь выжить в этом аду!"
1487,"[id779815506|Tim], 👍👍👍"
1488,
1489,"[id753802633|Алиса], чтобы ты высыпалась и не орала помогите , фашисты в мой дом пришли!"
1490,"[id712065254|Ангел-В], 👍"
1491,"[id753802633|Алиса], 👍👍👍🤝🤝🤝"
1492,"[id753802633|Алиса], пошла вон из ленты, продажная шк@ра"
1493,"[id753802633|Алиса], пошла вон из ленты, продажная шк@ра"
1494,"[id753802633|Алиса], фантазии у тебя, причём какие то нацисткие. Вчера родилась? Или восемь лет спала?"
1495,"[id753802633|Алиса], ещё одна дура с замусореным сознанием,"
1496,"Лучше бы не уходил, а остался с семьёй, на этой войне, мы точно не герои... незачем погибать, за путиснкие ""амбиции"""
1497,"[id779859251|Светлана], я надеюсь ты хорошо спишь, ничего не свистит?"
1498,"[id779859251|Светлана], ДАВНО ТЫ В РУКАХ ФСБ НЕ ОБСЕРАЛАСЬ"
1499,"[id779859251|Светлана], что ты можешь понимать в свои 24 годика? Что ты в этой жизни понимаешь?"
1500,"[id779859251|Светлана], а он и пошел воевать за будущее своего сына, и не только своего. Низкий тебе поклон, солдат. Здоровья тебе и твоему сыну"
1501,"[id779859251|Светлана], глупая курица, Мозги включи, Политикой интерисуйся  или не пиши бред,"
1502,"[id779859251|Svetlana], хорошо, что мы это понимаем, но нас, к сожалению, меньшинство."
1503,🎉🎊Поздравляю.!!!!!
1504,"Храни тебя Господь
Спасибо
Вернись домой🙏"
1505,"[id133835209|Ольга], не боись или ВСУ его на фаршик переработают или свои же ))"
1506,"[id413941993|Жанна], 🖕🖕🖕🖕"
1507,Лучше бы дома он это узнавал. Кого он там защищает?
1508,"[id722923632|Инна], РУССКИЙ МИР ОН ТАМ ЗАЩИЩЯЕТ"
1509,"[id607018974|Andrei], Вы наверное не знаете американских богов"
1510,"[id563895750|Франческа], АМЕРИКАНЦЫ САТАНИСТЫ ОНИ НЕ ВЕРЯТ В БОГА"
1511,"[id607018974|Andrei], не верить в бога это нормально, 21 век на дворе"
1512,"[id464158563|Chuck], ДА ХОТЬ КАКОЙ ВЕК БОГ ОН БУДЕТ ВСЕГДА"
1513,"[id607018974|Andrei], ааа, мифический русский мир🤣🤣🤣 ага, ага, слышали / знаем"
1514,"[id38383337|Наталья],"
1515,"[id607018974|Andrei],"
1516,"[id38383337|Наталья],"
1517,"[id607018974|Andrei], вот именно Бог один."
1518,Берегите себя.
1519,"Помоги господи всем бойцам  в  освобождение Украины от нечести.Дай вам бог сил,здоровь."
1520,"Храни Господь тебя сынок , обязательно вернись к сыну .пусть ангел твой будет с тобой ,он впереди ,а ты за ним .🙏"
1521,"[id692834946|Галина], правильно. Если страшно, человек просит защиты. Говорят:,, Ангел мой, пойдём со мной, ты впереди, я следом за тобой."" Аминь."
1522,Пусть возвращается живым к своей семье Амин
1523,"Дай, бог тебе солнышко вырасти счастливой... А подруге низкий поклон, вот такая и должна быть настоящая дружба... Мира вам, счастья и любви❤❤❤🙏🙏🙏"
1524,"[id131998008|Ника], умничка подружка В наши дни это чудо Родственники то отказываются от своих родных"
1525,"[id131998008|Ника], подруге надо покрестить малышку, и она будет ей крёстной матерью.."
1526,"[id84424009|Света], Светлана,согласна с вами....Эти подружки сами выросли без мамы...Господи помоги им..."
1527,"[id460800144|Светлана], мама не та которая родила ,а которая выростила и не надо ей быть кресной"
1528,🙏🙏🙏❤
1529,"Господи Боже Мой Дай, Боженька этой семье счастья здоровья любви благополучия Вам девушка, береги себя Пожалуйста и  Дитя малое😘👍❤,маме светлое место ангелочку 🙏🙏😰😰"
1530,😪😪😪🙏🙏🙏
1531,
1532,🙏🙏🙏
1533,Вот это молодец👍👍👍 настоящий друг👭... И она будет малышке любящей мамой 🙏👏👏🌸💐🌷🥀🌸💐🌹🌷🌸
1534,"Какая трогательная история...☝😱😓❤Сил ,терпения и здоровья Подруге...оказалась подруга самая настоящая! ☝🔥👌❤"
1535,"Страшно, когда умирают молодые. Подруга поступила по-человечески."
1536,"Вот настоящее дружба, дай бог только здоровья."
1537,Вдули по пьяне на вписке этой молодой мамочке шлюхамочке
1538,"[id665231818|Игорь], по себе судишь?!"
1539,"[id145628833|Рая], нет, он видимо по своей мамочке судит"
1540,"[id483376380|Наталья], да пипец какой то, как можно такое ему написать?! Он наверно больной на голову!!!"
1541,"[id145628833|Рая], так и есть. Нормальный человек такого не напишет."
1542,"[id665231818|Игорь], эти же слова вернется обратно"
1543,"[id665231818|Игорь], и вылупился ты на свет божий. Спасибо, за душащепительную свою историю. Тяжела ваша жизнь, но вы держитесь))"
1544,А я горжусь особняками яхтами финансами чиновников депутатов и олигархов на загнивающем Западе
1545,"[id718490744|Сергей], ну ты же скудоумный"
1546,"[id718490744|Сергей], ты 6лядина везде этот комент выкладываешь?
Свинорылый скройся на х.й,от таких как ты шмон туалетный."
1547,"[id590848639|Тимур], 😆"
1548,"[id718490744|Сергей], это наши Скрепы!!!"
1549,"[id590848639|Тимур], так выйди из сортира"
1550,Да в жизни все бывает 🍀🍀🍀🍀совет да любовь
1551,❤️ Совет да Любовь!!!❤️🙏 и Деток Вам!!!❤️🙏
1552,"Вот это настоящая любовь!!!Семейного счастья Вам,крепкого здоровья!!!"
1553,Теперь надо прожить какое-то время. Тут ведь все будет зависеть от него тоже.Чтобы не озлобился на весь свет
1554,"[id25478223|Ольга], а почему он должен озлобиться? Его никто не бросал, не предавал, любит и любим. Где тут место злобе?"
1555,"[id338458263|Настасья], Сейчас он счастлив. Но наступят будни и не всегда они бывают светлыми и радостными. Я очень хочу чтобы они были счастливы."
1556,"[id25478223|Ольга], у них все будет хорошо. А от проблем в семье никто не застрахован"
1557,"[id25478223|Ольга], зачем  об этом говорить? У них ВСЕ будет хорошо!!!"
1558,"[id25478223|Ольга], да…. У меня дед без ноги жил… так себе жизнь… честно"
1559,"[id338458263|Настасья], озлобится, однозначно. Когда поймёт, что его жертва напрасна. После Афгана, никто не озлобился?"
1560,"[id708125925|Заблокированный], если вы только озлобленных встречали, то это ваша проблема"
1561,"Почему "" время терять нельзя""? Жив, относительно здоров. Куда теперь уже торопиться"
1562,"Если любовь,то и ,,В болезни и здравии,,!
Инвалидность это не приговор!
Будут любить,смеяться,деточек растить!!!!
Дай им Бог долгих лет счастья!!!!"
1563,
1564,Бывает
1565,"[id642205872|Русхан], аяксыз яшэп карасын инде"
1566,Настоящая любовь не афишируется.
1567,"Хоть одна здравая мысль с палаты ""дураков"""
1568,"[id513070933|Ксения], любая оппозиция чтобы дорваться до корыта, выдвигает популярные у населения идеи. Это закон, которого не знают разве что идиоты))) Помню как алкаш, рвущийся во власть, яростно боролся с коррупцией и привилегиями чиновников. В итоге разворовал всю страну. Но идиоты этого не помнят😀😀😀"
1569,"[id561480939|Иван], при чем тут это? разговор о том , что на хер насекомые в хлеб , тут он прав"
1570,"[id513070933|Ксения], думаете выздоравливают ?"
1571,"[id606552086|Oleg], вряд ли , просто , им самим насекомых кушать не хочется :D"
1572,
1573,"[id513070933|Ксения], а вы уже покупали хлеб с насекомыми?
Или вы ликуете от того, что депутат из партии с меньшинством голосов хайпанул на очевидных вещах, которые никто и не собирался менять?"
1574,"[id561480939|Иван], ну не хочет Ксения есть насекомых. Сама она не в состоянии за своим рационом следить. Нужен дядя из думы, который что-то ляпнул. А эта лягуха ей как бальзам на душу 😝"
1575,"[id426078337|Катя], тебе бы мужика нормального , а то токсичности и ерунды в голове куча , да и на личности с подругами своими переходи , окда? И прежде , чем изрыгать из рта чушь - почитайте про всю эту тему с насекомыми и тд , а потом можете и погавкать =)"
1576,"[id426078337|Катя], хотя ... какой на хер мужик , ребенок у экрана."
1577,"[id513070933|Ксения], а если завтра просвещенная Европа скажет, что это полезно, экологично и патриотично, и поддерживает производителей насекомых. А кто против - тот шовинист и агент Путина. Тогда Европу тоже нахер?🤣🤣🤣 Не нравится хлеб с насекомыми - не ешьте😀😀"
1578,
1579,"[id779842991|Ксения], так устроена политика. В США демократы - это те же республиканцы. Но электорату нужны шоу и борьба - и лохи получают шоу😀😀"
1580,
1581,"Красиво песданул)
Только географию попутал. 
Вроде в России тараканами не кормят."
1582,"[id426078337|Катя],"
1583,"[id426078337|Катя],"
1584,"[id426078337|Катя], ты давно уже ешь и муку с жуков и много ещё чего сама об этом даже не догадываясь"
1585,"[id624430345|Феликс], на что предприниматели подучили деньги?
Мне свою фейковую бубуйню не показывай. 
Я умею анализировать полученную информацию."
1586,"[id426078337|Катя], 🤦‍♂ выздоравливай"
1587,"[id624430345|Феликс], благодарствую 🫶"
1588,"[id426078337|Катя], погугли что такое краситель Е120 и в каких он продуктах,и что такое Кошинель и куда добавляют, приятного аппетита на будущее"
1589,"[id426078337|Катя], состав хоть иногда читайте,хотя вам зачем это ж всё фейк😆"
1590,"[id624430345|Феликс], у меня поинтересней обсуждение сейчас) 👋"
1591,"[id426078337|Катя], да да😆"
1592,"Против пальмового масла тоже протестовали,а добавляют во все продукты,вот и насекомых будут добавлять и не напишут об этом.Просто бизнес и деньги"
1593,Свистит фляга(
1594,Сомнительно... дедок еле ходит.
1595,
1596,Этим новостям 100 лет в обед!
1597,НАТО виновато
1598,"Ну тогда зачем в тюрьму? В больничке ему надо находиться,мне жалко дедушку"
1599,"[id293156189|Нелли], да, жаль его.. Жутко это всё.."
1600,"Что за бред,причем здесь тюрьма?"
1601,Он по возрасту не подсуден! Хоть 100человек убьет!
1602,"Его в больницу надо отвезти, а не в тюрьму. Больной человек - психическое расстройство и оно не лечится, а приглушается. Жаль что так случилось."
1603,"Велика Россия, а учёные живут, как бомжи."
1604,"[id582972408|Константин], вы были у него на квартире? с чего вы взяли что он жил как бомж? от потери памяти не застрахован никто, даже сильные мира сего"
1605,"[id381569042|Андрей], а вы не заметили на нём пальто 60ых годов? Или богатых, которые живут в таких домах?"
1606,"[id381569042|Андрей], и то верно.У нас была одна бабулька,так она общается нормально так со всеми,а бывает никого не помнит.А поедет куда нибудь,то когда назад приезжает,идёт и у всех прохожих спрашивает как дойти до дому,не помнит на какой улице живёт."
1607,"Ну какая ему тюрьма,он больной человек.Поместите его в специальный пансионат под присмотр."
1608,😢🙏
1609,невестка и невеста -это разные люди..
1610,"[id36316346|Лариса], в плане?"
1611,"[id68168307|Ринат], невестка- сноха, невеста - будущая жена"
1612,"[id36316346|Лариса], опечатка Т-9"
1613,"Вот именно задайте все себе вопрос зачем нам эта война и для чего,просто наверно нас просто хотят истребить"
1614,"[id112251474|Фанзиля], так сноха это сноха"
1615,"[id68168307|Ринат], невестка и сноха - синонимы."
1616,"[id234254493|Андрей], хватит истерить!"
1617,"[id68168307|Ринат], Во всех планах.Гугл в помощь"
1618,"[id36316346|Лариса], и кто теперь защитит их ..."
1619,"[id36316346|Лариса],👍👍👍👍 . Вот что значит ""знать русский язык... Одна буква - и смысл другой"
1620,Был ликвидирован на территории чужого государства с оружием в руках.
1621,"[id551063378|Виталий], а детей на Донбассе, без оружных за чем убиваете? Больницы, школы, детские сады бомбите? Иноагент лучше молчи, Иуда"
1622,"[id350752109|Светлана], кто вам это сказал??? 

в эту войну столько бабла пустили на бомбы и ракеты, что могли лнр и днр на территории россии 3 раза отстроить и туда бы всех благополучно вывезли, но! 
Насрать путину на людей, ему надо убивать, лишать больницы и роддома зимой электричества и отопления, +  территории, своих то территорий мало 🤷‍♂️"
1623,"[id350752109|Светлана], потому что путин возомнил себя вершителем судеб, наделил себя полномочиями наказывать народы за неповиновение"
1624,"[id551063378|Виталий], не говори чушь. Это на Украине 40 биологических лабораторий было построено, базы НАТО строили, у границ Российских учения шли, 8 лет готовилась Украина, укрепления (дзоты...) готовила"
1625,"[id350752109|Светлана],все проще, он напал потому что просто идиот😏

Думал будет убивать всех и пугать другие страны ядерным оружием, чтоб не вмешивались..
 а тут вдруг Украине все помогать стали выживать: то генераторы дадут, чтоб не замерзли, то пво чтоб их не разбомбили, путин очень сильно расстроился, ведь он так хотел наказать чужой непослушный народ, чтоб другим неповадно было 😏

Сейчас он при любой возможности старается всем напомнить, что у него есть страшное оружие массового поражения, больше хвастать нечем.."
1626,"[id551063378|Виталий], фу какой запах от вас."
1627,"[id551063378|Виталий], ликвидированы нацистские уринские свиньи.🤣🤣🤣"
1628,"[id284546982|Валентина], от них всегда тухлым салом воняет.🤣"
1629,Ещё один работяга закончил свою трудовую деятельность в международной фирме СВО превратив себя в готовый продукт и отправлен по месту назначения.
1630,"[id350752109|Светлана], границы УССР были и до Ельцина. Он ту не причем. СССР развалился и границы были определены."
1631,
1632,"[id462571756|Игорь], золотые слова. Таких как Тальков мало."
1633,"[id630064733|Дмитрий], ну Тальков сам не сахар был, в драку полез первый вот и получил"
1634,"[id381569042|Андрей], я не сужу такое. Я толь о золотых словах. Я не думал что это так актуально станет"
1635,
1636,"[id381569042|Андрей], нет, он должен был стоять как терпила и ждать пока ему нащёлкают, да ?"
1637,"[id654860034|Владимир], Тальков стрелял первым, а его грузчики , охранники били Малахова, что тому оставалось делать? вот он в ответ и шмальнул, не стал терпилой ждать когда его прибьют"
1638,"[id381569042|Андрей], убрали его за правду, меньше слушай сми."
1639,"[id534439080|Дмитрий], Это не сми, а сам Миша Муромов рассказывал, он же его и хоронил, с Газмановым и Державиным, остальным артистам пофиг было, все бухали"
1640,"[id630064733|Дмитрий], не забывайте в какое время он это написал !!!"
1641,"Соболезную.
Как подумаю, сколько невест и жён потеряли своих самых близких людей, слёзы на глаза наворачиваются... Зачем нам эта война? Нам нужен мир. 🙏"
1642,"[id779724255|Юлия], Вы америке это скажите. Ребята нас защищают, а европа с америкой в политические игры играют."
1643,"[id5490866|Ольга], перестаньте смотреть российские каналы на ТВ. Думайте своей головой."
1644,"[id5490866|Ольга], если бы а ерика напала, то давно бы уже все закончилось!"
1645,"[id150648578|Алексей], я буду смотреть наши каналы, но не америкосов. Я думаю и многое знаю. Жаль, что Вы ведетесь на их пропаганду. Если бы мы не верили своей стране, не выиграли бы и вторую мировую..."
1646,"[id5490866|Ольга], да ни хера вы не знаете! И не сравнивайте ВОВ и сегодняшнюю СВО ."
1647,"[id5490866|Ольга], вторую мировую выиграла антигитлеровская коалиция. А СССР победил в Отечественной войне 41-45."
1648,"[id5490866|Ольга],"
1649,"[id5490866|Ольга],"
1650,"[id5490866|Ольга], перестаньте связывать ВОВ с сегодняшней невойной, !!!это тоже вам навязывают с экранов!!!(задумайтесь почему??? Выгодно для оболванивания проводить паралель? ), нечего общего нет, с гитлеровской Германией и её союзниками боролись СССР, Сша, Англия и многие другие страны которые поставляют сейчас оружие Украине, Весь ВПК США работал на СССР и союзников."
