image_id,text,name,group,sub_group,emoji,train
1366,Женщина играет в баскетбол,woman with ball type 1 2,People & Body,person-sport,⛹🏻‍♀️,1
1367,Женщина играет в баскетбол,woman with ball type 3,People & Body,person-sport,⛹🏼‍♀️,1
1368,Женщина играет в баскетбол,woman with ball type 4,People & Body,person-sport,⛹🏽‍♀️,1
1369,Женщина играет в баскетбол,woman with ball type 6,People & Body,person-sport,⛹🏿‍♀️,1
1370,Женщина играет в баскетбол,woman with ball type 5,People & Body,person-sport,⛹🏾‍♀️,0
1371,Человек приседает со штангой,weight lifter,People & Body,person-sport,🏋,1
1372,Человек приседает со штангой,weight lifter,People & Body,person-sport,🏋🏻,1
1373,Человек приседает со штангой,weight lifter,People & Body,person-sport,🏋🏼,1
1374,Человек приседает со штангой,weight lifter,People & Body,person-sport,🏋🏽,1
1375,Человек приседает со штангой,weight lifter,People & Body,person-sport,🏋🏾,1
1376,Человек приседает со штангой,weight lifter,People & Body,person-sport,🏋🏿,1
1377,Мужчина приседает со штангой,man weight lifting,People & Body,person-sport,🏋️‍♂️,0
1378,Мужчина приседает со штангой,man weight lifting type 1 2,People & Body,person-sport,🏋🏻‍♂️,1
1379,Мужчина приседает со штангой,man weight lifting type 3,People & Body,person-sport,🏋🏼‍♂️,1
1380,Мужчина приседает со штангой,man weight lifting type 4,People & Body,person-sport,🏋🏽‍♂️,1
1381,Мужчина приседает со штангой,man weight lifting type 5,People & Body,person-sport,🏋🏾‍♂️,1
1382,Мужчина приседает со штангой,man weight lifting type 6,People & Body,person-sport,🏋🏿‍♂️,1
1383,Женщина приседает со штангой,woman weight lifting,People & Body,person-sport,🏋️‍♀️,1
1384,Женщина приседает со штангой,woman weight lifting type 1 2,People & Body,person-sport,🏋🏻‍♀️,1
1385,Женщина приседает со штангой,woman weight lifting type 3,People & Body,person-sport,🏋🏼‍♀️,1
1386,Женщина приседает со штангой,woman weight lifting type 4,People & Body,person-sport,🏋🏽‍♀️,0
1387,Женщина приседает со штангой,woman weight lifting type 5,People & Body,person-sport,🏋🏾‍♀️,1
1388,Женщина приседает со штангой,woman weight lifting type 6,People & Body,person-sport,🏋🏿‍♀️,1
1389,Человек едет на велосипеде,bicyclist,People & Body,person-sport,🚴,1
1390,Человек едет на велосипеде,bicyclist,People & Body,person-sport,🚴🏻,1
1391,Человек едет на велосипеде,bicyclist,People & Body,person-sport,🚴🏼,1
1392,Человек едет на велосипеде,bicyclist,People & Body,person-sport,🚴🏽,1
1393,Человек едет на велосипеде,bicyclist,People & Body,person-sport,🚴🏾,1
1394,Человек едет на велосипеде,bicyclist,People & Body,person-sport,🚴🏿,1
1395,Мужчина едет на велосипеде,man biking,People & Body,person-sport,🚴‍♂️,1
1396,Мужчина едет на велосипеде,man biking type 1 2,People & Body,person-sport,🚴🏻‍♂️,1
1397,Мужчина едет на велосипеде,man biking type 3,People & Body,person-sport,🚴🏼‍♂️,1
1398,Мужчина едет на велосипеде,man biking type 4,People & Body,person-sport,🚴🏽‍♂️,1
1399,Мужчина едет на велосипеде,man biking type 5,People & Body,person-sport,🚴🏾‍♂️,1
1400,Мужчина едет на велосипеде,man biking type 6,People & Body,person-sport,🚴🏿‍♂️,1
1401,Женщина едет на велосипеде,woman biking,People & Body,person-sport,🚴‍♀️,0
1402,Женщина едет на велосипеде,woman biking type 1 2,People & Body,person-sport,🚴🏻‍♀️,1
1403,Женщина едет на велосипеде,woman biking type 3,People & Body,person-sport,🚴🏼‍♀️,1
1404,Женщина едет на велосипеде,woman biking type 4,People & Body,person-sport,🚴🏽‍♀️,1
1405,Женщина едет на велосипеде,woman biking type 5,People & Body,person-sport,🚴🏾‍♀️,1
1406,Женщина едет на велосипеде,woman biking type 6,People & Body,person-sport,🚴🏿‍♀️,1
1407,Человек едет на горном велосипеде,mountain bicyclist,People & Body,person-sport,🚵,1
1408,Человек едет на горном велосипеде,mountain bicyclist,People & Body,person-sport,🚵🏻,1
1409,Человек едет на горном велосипеде,mountain bicyclist,People & Body,person-sport,🚵🏼,1
1410,Человек едет на горном велосипеде,mountain bicyclist,People & Body,person-sport,🚵🏽,1
1411,Человек едет на горном велосипеде,mountain bicyclist,People & Body,person-sport,🚵🏾,1
1412,Человек едет на горном велосипеде,mountain bicyclist,People & Body,person-sport,🚵🏿,1
1413,Мужчина едет на горном велосипеде,man mountain biking,People & Body,person-sport,🚵‍♂️,1
1414,Мужчина едет на горном велосипеде,man mountain biking type 1 2,People & Body,person-sport,🚵🏻‍♂️,1
1415,Мужчина едет на горном велосипеде,man mountain biking type 3,People & Body,person-sport,🚵🏼‍♂️,1
1416,Мужчина едет на горном велосипеде,man mountain biking type 4,People & Body,person-sport,🚵🏽‍♂️,1
1417,Мужчина едет на горном велосипеде,man mountain biking type 5,People & Body,person-sport,🚵🏾‍♂️,0
1418,Мужчина едет на горном велосипеде,man mountain biking type 6,People & Body,person-sport,🚵🏿‍♂️,1
1419,Женщина едет на горном велосипеде,woman mountain biking,People & Body,person-sport,🚵‍♀️,1
1420,Женщина едет на горном велосипеде,woman mountain biking type 1 2,People & Body,person-sport,🚵🏻‍♀️,1
1421,Женщина едет на горном велосипеде,woman mountain biking type 3,People & Body,person-sport,🚵🏼‍♀️,1
1422,Женщина едет на горном велосипеде,woman mountain biking type 4,People & Body,person-sport,🚵🏽‍♀️,1
1423,Женщина едет на горном велосипеде,woman mountain biking type 5,People & Body,person-sport,🚵🏾‍♀️,1
1424,Женщина едет на горном велосипеде,woman mountain biking type 6,People & Body,person-sport,🚵🏿‍♀️,1
1425,Человек стоит на руках,person doing cartwheel,People & Body,person-sport,🤸,1
1426,Человек стоит на руках,person doing cartwheel,People & Body,person-sport,🤸🏻,1
1427,Человек стоит на руках,person doing cartwheel,People & Body,person-sport,🤸🏼,1
1428,Человек стоит на руках,person doing cartwheel,People & Body,person-sport,🤸🏽,1
1429,Человек стоит на руках,person doing cartwheel,People & Body,person-sport,🤸🏾,1
1430,Человек стоит на руках,person doing cartwheel,People & Body,person-sport,🤸🏿,1
1431,Мужчина стоит на руках,man doing cartwheel,People & Body,person-sport,🤸‍♂️,1
1432,Мужчина стоит на руках,man doing cartwheel type 1 2,People & Body,person-sport,🤸🏻‍♂️,1
1433,Мужчина стоит на руках,man doing cartwheel type 3,People & Body,person-sport,🤸🏼‍♂️,1
1434,Мужчина стоит на руках,man doing cartwheel type 4,People & Body,person-sport,🤸🏽‍♂️,1
1435,Мужчина стоит на руках,man doing cartwheel type 5,People & Body,person-sport,🤸🏾‍♂️,1
1436,Мужчина стоит на руках,man doing cartwheel type 6,People & Body,person-sport,🤸🏿‍♂️,0
1437,Женщина стоит на руках,woman doing cartwheel,People & Body,person-sport,🤸‍♀️,1
1438,Женщина стоит на руках,woman doing cartwheel type 1 2,People & Body,person-sport,🤸🏻‍♀️,1
1439,Женщина стоит на руках,woman doing cartwheel type 3,People & Body,person-sport,🤸🏼‍♀️,1
1440,Женщина стоит на руках,woman doing cartwheel type 4,People & Body,person-sport,🤸🏽‍♀️,1
1441,Женщина стоит на руках,woman doing cartwheel type 5,People & Body,person-sport,🤸🏾‍♀️,1
1442,Женщина стоит на руках,woman doing cartwheel type 6,People & Body,person-sport,🤸🏿‍♀️,0
1443,Люди занимаются борьбой,wrestlers,People & Body,person-sport,🤼,1
1444,Мужчины занимаются борьбой,men wrestling,People & Body,person-sport,🤼‍♂️,0
1445,Женщины занимаются борьбой,women wrestling,People & Body,person-sport,🤼‍♀️,1
1446,Человек играет в водное поло,water polo,People & Body,person-sport,🤽,1
1447,Человек играет в водное поло,water polo,People & Body,person-sport,🤽🏻,1
1448,Человек играет в водное поло,water polo,People & Body,person-sport,🤽🏼,1
1449,Человек играет в водное поло,water polo,People & Body,person-sport,🤽🏽,1
1450,Человек играет в водное поло,water polo,People & Body,person-sport,🤽🏾,1
1451,Человек играет в водное поло,water polo,People & Body,person-sport,🤽🏿,1
1452,Мужчина играет в водное поло,man playing water polo,People & Body,person-sport,🤽‍♂️,1
1453,Мужчина играет в водное поло,man playing water polo type 1 2,People & Body,person-sport,🤽🏻‍♂️,1
1454,Мужчина играет в водное поло,man playing water polo type 3,People & Body,person-sport,🤽🏼‍♂️,0
1455,Мужчина играет в водное поло,man playing water polo type 4,People & Body,person-sport,🤽🏽‍♂️,1
1456,Мужчина играет в водное поло,man playing water polo type 5,People & Body,person-sport,🤽🏾‍♂️,1
1457,Мужчина играет в водное поло,man playing water polo type 6,People & Body,person-sport,🤽🏿‍♂️,1
1458,Женщина играет в водное поло,woman playing water polo,People & Body,person-sport,🤽‍♀️,1
1459,Женщина играет в водное поло,woman playing water polo type 1 2,People & Body,person-sport,🤽🏻‍♀️,1
1460,Женщина играет в водное поло,woman playing water polo type 3,People & Body,person-sport,🤽🏼‍♀️,1
1461,Женщина играет в водное поло,woman playing water polo type 4,People & Body,person-sport,🤽🏽‍♀️,1
1462,Женщина играет в водное поло,woman playing water polo type 5,People & Body,person-sport,🤽🏾‍♀️,1
1463,Женщина играет в водное поло,woman playing water polo type 6,People & Body,person-sport,🤽🏿‍♀️,1
1464,Человек играет в ручной футбол,handball,People & Body,person-sport,🤾,1
1465,Человек играет в ручной футбол,handball,People & Body,person-sport,🤾🏻,1
1466,Человек играет в ручной футбол,handball,People & Body,person-sport,🤾🏼,1
1467,Человек играет в ручной футбол,handball,People & Body,person-sport,🤾🏽,1
1468,Человек играет в ручной футбол,handball,People & Body,person-sport,🤾🏾,1
1469,Человек играет в ручной футбол,handball,People & Body,person-sport,🤾🏿,1
1470,Мужчина играет в ручной футбол,man playing handball,People & Body,person-sport,🤾‍♂️,1
1471,Мужчина играет в ручной футбол,man playing handball type 1 2,People & Body,person-sport,🤾🏻‍♂️,1
1472,Мужчина играет в ручной футбол,man playing handball type 3,People & Body,person-sport,🤾🏼‍♂️,1
1473,Мужчина играет в ручной футбол,man playing handball type 4,People & Body,person-sport,🤾🏽‍♂️,1
1474,Мужчина играет в ручной футбол,man playing handball type 5,People & Body,person-sport,🤾🏾‍♂️,1
1475,Мужчина играет в ручной футбол,man playing handball type 6,People & Body,person-sport,🤾🏿‍♂️,1
1476,Женщина играет в ручной футбол,woman playing handball,People & Body,person-sport,🤾‍♀️,1
1477,Женщина играет в ручной футбол,woman playing handball type 1 2,People & Body,person-sport,🤾🏻‍♀️,1
1478,Женщина играет в ручной футбол,woman playing handball type 3,People & Body,person-sport,🤾🏼‍♀️,1
1479,Женщина играет в ручной футбол,woman playing handball type 4,People & Body,person-sport,🤾🏽‍♀️,1
1480,Женщина играет в ручной футбол,woman playing handball type 5,People & Body,person-sport,🤾🏾‍♀️,1
1481,Женщина играет в ручной футбол,woman playing handball type 6,People & Body,person-sport,🤾🏿‍♀️,0
1482,Человек жанглирует,juggling,People & Body,person-sport,🤹,1
1483,Человек жанглирует,juggling,People & Body,person-sport,🤹🏻,1
1484,Человек жанглирует,juggling,People & Body,person-sport,🤹🏼,1
1485,Человек жанглирует,juggling,People & Body,person-sport,🤹🏽,1
1486,Человек жанглирует,juggling,People & Body,person-sport,🤹🏾,1
1487,Человек жанглирует,juggling,People & Body,person-sport,🤹🏿,1
1488,Мужчина жанглирует,man juggling,People & Body,person-sport,🤹‍♂️,1
1489,Мужчина жанглирует,man juggling type 1 2,People & Body,person-sport,🤹🏻‍♂️,1
1490,Мужчина жанглирует,man juggling type 3,People & Body,person-sport,🤹🏼‍♂️,1
1491,Мужчина жанглирует,man juggling type 4,People & Body,person-sport,🤹🏽‍♂️,1
1492,Мужчина жанглирует,man juggling type 5,People & Body,person-sport,🤹🏾‍♂️,0
1493,Мужчина жанглирует,man juggling type 6,People & Body,person-sport,🤹🏿‍♂️,1
1494,Женщина жанглирует,woman juggling,People & Body,person-sport,🤹‍♀️,0
1495,Женщина жанглирует,woman juggling type 1 2,People & Body,person-sport,🤹🏻‍♀️,1
1496,Женщина жанглирует,woman juggling type 3,People & Body,person-sport,🤹🏼‍♀️,1
1497,Женщина жанглирует,woman juggling type 4,People & Body,person-sport,🤹🏽‍♀️,1
1498,Женщина жанглирует,woman juggling type 5,People & Body,person-sport,🤹🏾‍♀️,1
1499,Женщина жанглирует,woman juggling type 6,People & Body,person-sport,🤹🏿‍♀️,1
1500,Человек в позе Лотоса,person in lotus position,People & Body,person-resting,🧘,1
1501,Человек в позе Лотоса,person in lotus position,People & Body,person-resting,🧘🏻,1
1502,Человек в позе Лотоса,person in lotus position,People & Body,person-resting,🧘🏼,1
1503,Человек в позе Лотоса,person in lotus position,People & Body,person-resting,🧘🏽,1
1504,Человек в позе Лотоса,person in lotus position,People & Body,person-resting,🧘🏾,1
1505,Человек в позе Лотоса,person in lotus position,People & Body,person-resting,🧘🏿,1
1506,Мужчина в позе Лотоса,man in lotus position,People & Body,person-resting,🧘‍♂️,1
1507,Мужчина в позе Лотоса,man in lotus position light skin tone,People & Body,person-resting,🧘🏻‍♂️,1
1508,Мужчина в позе Лотоса,man in lotus position medium light skin tone,People & Body,person-resting,🧘🏼‍♂️,1
1509,Мужчина в позе Лотоса,man in lotus position medium skin tone,People & Body,person-resting,🧘🏽‍♂️,1
1510,Мужчина в позе Лотоса,man in lotus position medium dark skin tone,People & Body,person-resting,🧘🏾‍♂️,1
1511,Мужчина в позе Лотоса,man in lotus position dark skin tone,People & Body,person-resting,🧘🏿‍♂️,0
1512,Женщина в позе Лотоса,woman in lotus position,People & Body,person-resting,🧘‍♀️,1
1513,Женщина в позе Лотоса,woman in lotus position light skin tone,People & Body,person-resting,🧘🏻‍♀️,0
1514,Женщина в позе Лотоса,woman in lotus position medium light skin tone,People & Body,person-resting,🧘🏼‍♀️,1
1515,Женщина в позе Лотоса,woman in lotus position medium skin tone,People & Body,person-resting,🧘🏽‍♀️,1
1516,Женщина в позе Лотоса,woman in lotus position medium dark skin tone,People & Body,person-resting,🧘🏾‍♀️,1
1517,Женщина в позе Лотоса,woman in lotus position dark skin tone,People & Body,person-resting,🧘🏿‍♀️,1
1518,Человек принимает ванну,bath,People & Body,person-resting,🛀,1
1519,Человек принимает ванну,bath,People & Body,person-resting,🛀🏻,1
1520,Человек принимает ванну,bath,People & Body,person-resting,🛀🏼,1
1521,Человек принимает ванну,bath,People & Body,person-resting,🛀🏽,1
1522,Человек принимает ванну,bath,People & Body,person-resting,🛀🏾,1
1523,Человек принимает ванну,bath,People & Body,person-resting,🛀🏿,1
1524,Человек спит,sleeping accommodation,People & Body,person-resting,🛌,1
1525,Женщины держатся за руки,two women holding hands,People & Body,family,👭,1
1526,Мужчина и женщина держатся за руки,man and woman holding hands,People & Body,family,👫,1
1527,Мужчины держатся за руки,two men holding hands,People & Body,family,👬,1
1528,Поцелуй,kiss,People & Body,family,💏,0
1529,"Поцелуй: мужчина, женщина",kiss woman man,People & Body,family,👩‍❤️‍💋‍👨,1
1530,"Поцелуй: мужчина, мужчина",kiss man man,People & Body,family,👨‍❤️‍💋‍👨,1
1531,"Поцелуй: женщина, женщина",kiss woman woman,People & Body,family,👩‍❤️‍💋‍👩,1
1532,Влюбленная пара,couple with heart,People & Body,family,💑,1
1533,"Влюбленные: мужчина, женщина",couple with heart woman man,People & Body,family,👩‍❤️‍👨,1
1534,"Влюбленные: мужчина, мужчина",couple with heart man man,People & Body,family,👨‍❤️‍👨,0
1535,"Влюбленные: женщина, женщина",couple with heart woman woman,People & Body,family,👩‍❤️‍👩,1
1536,Семья,family man woman boy,People & Body,family,👨‍👩‍👦,1
1537,"Семья: мужчина, женщина, девочка",family man woman girl,People & Body,family,👨‍👩‍👧,1
1538,"Семья: мужчина, женщина, девочка, мальчик",family man woman girl boy,People & Body,family,👨‍👩‍👧‍👦,1
1539,"Семья: мужчина, женщина, мальчик, мальчик",family man woman boy boy,People & Body,family,👨‍👩‍👦,1
1540,"Семья: мужчина, женщина, девочка, девочка",family man woman girl girl,People & Body,family,👨‍👩‍👧,1
1541,"Семья: мужчина, мужчина, мальчик",family man man boy,People & Body,family,👨‍👨‍👦,1
1542,"Семья: мужчина, мужчина, девочка",family man man girl,People & Body,family,👨‍👨‍👧,1
1543,"Семья: мужчина, мужчина, мальчик, девочка",family man man girl boy,People & Body,family,👨‍👨‍👧‍👦,1
1544,"Семья: мужчина, мужчина, мальчик, мальчик",family man man boy boy,People & Body,family,👨‍👨‍👦,1
1545,"Семья: мужчина, мужчина, девочка, девочка",family man man girl girl,People & Body,family,👨‍👨‍👧,0
1546,"Семья: женщина, женщина, мальчик",family woman woman boy,People & Body,family,👩‍👩‍👦,1
1547,"Семья: женщина, женщина, девочка",family woman woman girl,People & Body,family,👩‍👩‍👧,1
1548,"Семья: женщина, женщина, мальчик, девочка",family woman woman girl boy,People & Body,family,👩‍👩‍👧‍👦,1
1549,"Семья: женщина, женщина, мальчик, мальчик",family woman woman boy boy,People & Body,family,👩‍👩‍👦,0
1550,"Семья: женщина, женщина, девочка, девочка",family woman woman girl girl,People & Body,family,👩‍👩‍👧,0
1551,"Семья: мужчина, женщина, мальчик",family,People & Body,family,👪,0
1552,"Семья: мужчина, мальчик",family man boy,People & Body,family,👨‍👨‍👦,1
1553,"Семья: мужчина, мальчик, мальчик",family man boy boy,People & Body,family,👨‍👨‍👦,1
1554,"Семья: мужчина, девочка",family man girl,People & Body,family,👨‍👨‍👧,1
1555,"Семья: мужчина, девочка, мальчик",family man girl boy,People & Body,family,👨‍👨‍👧‍👦,1
1556,"Семья: мужчина, девочка, девочка",family man girl girl,People & Body,family,👨‍👨‍👧,1
1557,"Семья: женщина, мальчик",family woman boy,People & Body,family,👩‍👩‍👦,1
1558,"Семья: женщина, мальчик, мальчик",family woman boy boy,People & Body,family,👩‍👩‍👦,1
1559,"Семья: женщина, девочка",family woman girl,People & Body,family,👩‍👩‍👧,1
1560,"Семья: женщина, девочка, мальчик",family woman girl boy,People & Body,family,👩‍👩‍👧‍👦,1
1561,"Семья: женщина, девочка, девочка",family woman girl girl,People & Body,family,👩‍👩‍👧,0
1562,Говорящая голова,speaking head in silhouette,People & Body,person-symbol,🗣,1
1563,Силуэт человека,bust in silhouette,People & Body,person-symbol,👤,1
1564,Силуэты двух человек,busts in silhouette,People & Body,person-symbol,👥,1
1565,Отпечатки ног,footprints,People & Body,person-symbol,👣,1
1566,Морда обезьяны,monkey face,Animals & Nature,animal-mammal,🐵,1
1567,Обезьяна,monkey,Animals & Nature,animal-mammal,🐒,1
1568,Горилла,gorilla,Animals & Nature,animal-mammal,🦍,1
1569,Морда собаки,dog face,Animals & Nature,animal-mammal,🐶,1
1570,Собака,dog,Animals & Nature,animal-mammal,🐕,1
1571,Пудель,poodle,Animals & Nature,animal-mammal,🐩,1
1572,Морда волка,wolf face,Animals & Nature,animal-mammal,🐺,1
1573,Морда лисы,fox face,Animals & Nature,animal-mammal,🦊,1
1574,Енот,raccoon,Animals & Nature,animal-mammal,🦝,1
1575,Морда кота,cat face,Animals & Nature,animal-mammal,🐱,1
1576,Кот,cat,Animals & Nature,animal-mammal,🐈,1
1577,Морда льва,lion face,Animals & Nature,animal-mammal,🦁,1
1578,Морда тигра,tiger face,Animals & Nature,animal-mammal,🐯,1
1579,Тигр,tiger,Animals & Nature,animal-mammal,🐅,1
1580,Леопард,leopard,Animals & Nature,animal-mammal,🐆,1
1581,Морда коня,horse face,Animals & Nature,animal-mammal,🐴,1
1582,Конь,horse,Animals & Nature,animal-mammal,🐎,0
1583,Морда единорога,unicorn face,Animals & Nature,animal-mammal,🦄,1
1584,Зебра,zebra face,Animals & Nature,animal-mammal,🦓,1
1585,Олень,deer,Animals & Nature,animal-mammal,🦌,1
1586,Морда коровы,cow face,Animals & Nature,animal-mammal,🐮,1
1587,Вол,ox,Animals & Nature,animal-mammal,🐂,1
1588,Буйвол,water buffalo,Animals & Nature,animal-mammal,🐃,1
1589,Корова,cow,Animals & Nature,animal-mammal,🐄,1
1590,Морда свиньи,pig face,Animals & Nature,animal-mammal,🐷,1
1591,Свинья,pig,Animals & Nature,animal-mammal,🐖,1
1592,Морда кабана,boar,Animals & Nature,animal-mammal,🐗,1
1593,Нос свиньи,pig nose,Animals & Nature,animal-mammal,🐽,1
1594,Баран,ram,Animals & Nature,animal-mammal,🐏,1
1595,Овца,sheep,Animals & Nature,animal-mammal,🐑,1
1596,Козел,goat,Animals & Nature,animal-mammal,🐐,1
1597,Верблюд с одним горбом,dromedary camel,Animals & Nature,animal-mammal,🐪,1
1598,Верблюд с двумя горбами,bactrian camel,Animals & Nature,animal-mammal,🐫,1
1599,Лама,llama,Animals & Nature,animal-mammal,🦙,1
1600,Жираф,giraffe face,Animals & Nature,animal-mammal,🦒,1
1601,Слон,elephant,Animals & Nature,animal-mammal,🐘,1
1602,Носорог,rhinoceros,Animals & Nature,animal-mammal,🦏,1
1603,Бегемот,hippopotamus,Animals & Nature,animal-mammal,🦛,1
1604,Морда мыши,mouse face,Animals & Nature,animal-mammal,🐭,1
1605,Белая мышь,mouse,Animals & Nature,animal-mammal,🐁,1
1606,Мышь,rat,Animals & Nature,animal-mammal,🐀,1
1607,Морда хомяка,hamster face,Animals & Nature,animal-mammal,🐹,1
1608,Морда зайца,rabbit face,Animals & Nature,animal-mammal,🐰,1
1609,Заяц,rabbit,Animals & Nature,animal-mammal,🐇,1
1610,Белка,chipmunk,Animals & Nature,animal-mammal,🐿,1
1611,Еж,hedgehog,Animals & Nature,animal-mammal,🦔,1
1612,Летучая мышь,bat,Animals & Nature,animal-mammal,🦇,1
1613,Морда медведя,bear face,Animals & Nature,animal-mammal,🐻,1
1614,Морда коалы,koala,Animals & Nature,animal-mammal,🐨,0
1615,Морда панды,panda face,Animals & Nature,animal-mammal,🐼,1
1616,Кенгуру,kangaroo,Animals & Nature,animal-mammal,🦘,0
1617,Барсук,badger,Animals & Nature,animal-mammal,🦡,0
1618,Следы звериных лап,paw prints,Animals & Nature,animal-mammal,🐾,1
1619,Индюк,turkey,Animals & Nature,animal-bird,🦃,1
1620,Морда курицы,chicken,Animals & Nature,animal-bird,🐔,1
1621,Петух,rooster,Animals & Nature,animal-bird,🐓,1
1622,Вылупившийся цыпленок,hatching chick,Animals & Nature,animal-bird,🐣,0
1623,Морда цыпленка,baby chick,Animals & Nature,animal-bird,🐤,1
1624,Цыпленок,front facing baby chick,Animals & Nature,animal-bird,🐥,1
1625,Птица,bird,Animals & Nature,animal-bird,🐦,1
1626,Пингвин,penguin,Animals & Nature,animal-bird,🐧,1
1627,Голубь,dove of peace,Animals & Nature,animal-bird,🕊,1
1628,Орел,eagle,Animals & Nature,animal-bird,🦅,1
1629,Утка,duck,Animals & Nature,animal-bird,🦆,1
1630,Лебедь,swan,Animals & Nature,animal-bird,🦢,1
1631,Сова,owl,Animals & Nature,animal-bird,🦉,1
1632,Павлин,peacock,Animals & Nature,animal-bird,🦚,1
1633,Попугай,parrot,Animals & Nature,animal-bird,🦜,1
1634,Морда лягушки,frog face,Animals & Nature,animal-amphibian,🐸,1
1635,Крокодил,crocodile,Animals & Nature,animal-reptile,🐊,0
1636,Черепаха,turtle,Animals & Nature,animal-reptile,🐢,0
1637,Ящерица,lizard,Animals & Nature,animal-reptile,🦎,1
1638,Змея,snake,Animals & Nature,animal-reptile,🐍,1
1639,Морда дракона,dragon face,Animals & Nature,animal-reptile,🐲,1
1640,Дракон,dragon,Animals & Nature,animal-reptile,🐉,1
1641,Зауропод,sauropod,Animals & Nature,animal-reptile,🦕,1
1642,Т-Рекс,t rex,Animals & Nature,animal-reptile,🦖,1
1643,Кит выплескивает воду,spouting whale,Animals & Nature,animal-marine,🐳,1
1644,Кит,whale,Animals & Nature,animal-marine,🐋,1
1645,Дельфин,dolphin,Animals & Nature,animal-marine,🐬,1
1646,Рыба,fish,Animals & Nature,animal-marine,🐟,0
1647,Тропическая рыба,tropical fish,Animals & Nature,animal-marine,🐠,1
1648,Рыба-еж,blowfish,Animals & Nature,animal-marine,🐡,1
1649,Акула,shark,Animals & Nature,animal-marine,🦈,1
1650,Осьминог,octopus,Animals & Nature,animal-marine,🐙,1
1651,Ракушка,spiral shell,Animals & Nature,animal-marine,🐚,1
1652,Улитка,snail,Animals & Nature,animal-bug,🐌,1
1653,Бабочка,butterfly,Animals & Nature,animal-bug,🦋,1
1654,Гусеница,bug,Animals & Nature,animal-bug,🐛,1
1655,Муравей,ant,Animals & Nature,animal-bug,🐜,1
1656,Пчела,honeybee,Animals & Nature,animal-bug,🐝,1
1657,Божья коровка,lady beetle,Animals & Nature,animal-bug,🐞,1
1658,Кузнечик,cricket,Animals & Nature,animal-bug,🦗,1
1659,Паук,spider,Animals & Nature,animal-bug,🕷,1
1660,Паутина,spider web,Animals & Nature,animal-bug,🕸,1
1661,Скорпион,scorpion,Animals & Nature,animal-bug,🦂,1
1662,Комар,mosquito,Animals & Nature,animal-bug,🦟,1
1663,Микроб,microbe,Animals & Nature,animal-bug,🦠,1
1664,Букет цветов,bouquet,Animals & Nature,plant-flower,💐,1
1665,Цветущая вишня,cherry blossom,Animals & Nature,plant-flower,🌸,1
1666,Белый цветок,white flower,Animals & Nature,plant-flower,💮,1
1667,Розочка,rosette,Animals & Nature,plant-flower,🏵,1
1668,Роза,rose,Animals & Nature,plant-flower,🌹,1
1669,Увядший цветок,wilted flower,Animals & Nature,plant-flower,🥀,1
1670,Гибискус,hibiscus,Animals & Nature,plant-flower,🌺,0
1671,Подсолнух,sunflower,Animals & Nature,plant-flower,🌻,1
1672,Цветок,blossom,Animals & Nature,plant-flower,🌼,1
1673,Тюльпан,tulip,Animals & Nature,plant-flower,🌷,1
1674,Росток,seedling,Animals & Nature,plant-other,🌱,1
1675,Елка,evergreen tree,Animals & Nature,plant-other,🌲,1
1676,Лиственное дерево,deciduous tree,Animals & Nature,plant-other,🌳,1
1677,Пальма,palm tree,Animals & Nature,plant-other,🌴,1
1678,Кактус,cactus,Animals & Nature,plant-other,🌵,0
1679,Сноп риса,ear of rice,Animals & Nature,plant-other,🌾,1
1680,Трава,herb,Animals & Nature,plant-other,🌿,1
1681,Трилистник,shamrock,Animals & Nature,plant-other,☘,1
1682,Четырехлистник,four leaf clover,Animals & Nature,plant-other,🍀,1
1683,Кленовый лист,maple leaf,Animals & Nature,plant-other,🍁,1
1684,Падающие листья,fallen leaf,Animals & Nature,plant-other,🍂,1
1685,Парящие на ветру листья,leaf fluttering in wind,Animals & Nature,plant-other,🍃,1
1686,Виноград,grapes,Food & Drink,food-fruit,🍇,1
1687,Дыня,melon,Food & Drink,food-fruit,🍈,1
1688,Арбуз,watermelon,Food & Drink,food-fruit,🍉,1
1689,Мандарин,tangerine,Food & Drink,food-fruit,🍊,1
1690,Лимон,lemon,Food & Drink,food-fruit,🍋,1
1691,Банан,banana,Food & Drink,food-fruit,🍌,1
1692,Ананас,pineapple,Food & Drink,food-fruit,🍍,1
1693,Манго,mango,Food & Drink,food-fruit,🥭,1
1694,Красное яблоко,red apple,Food & Drink,food-fruit,🍎,1
1695,Зеленое яблоко,green apple,Food & Drink,food-fruit,🍏,0
1696,Груша,pear,Food & Drink,food-fruit,🍐,1
1697,Персик,peach,Food & Drink,food-fruit,🍑,1
1698,Вишня,cherries,Food & Drink,food-fruit,🍒,1
1699,Клубника,strawberry,Food & Drink,food-fruit,🍓,1
1700,Киви,kiwifruit,Food & Drink,food-fruit,🥝,1
1701,Помидор,tomato,Food & Drink,food-fruit,🍅,1
1702,Кокос,coconut,Food & Drink,food-fruit,🥥,1
1703,Авокадо,avocado,Food & Drink,food-vegetable,🥑,0
1704,Баклажан,aubergine,Food & Drink,food-vegetable,🍆,1
1705,Картофель,potato,Food & Drink,food-vegetable,🥔,1
1706,Морковь,carrot,Food & Drink,food-vegetable,🥕,1
1707,Кукуруза,ear of maize,Food & Drink,food-vegetable,🌽,1
1708,Красный перец,hot pepper,Food & Drink,food-vegetable,🌶,1
